Wall time,Step,Value
1503300541.254079,100,0.4453125
1503300559.3304527,200,0.13671875
1503300592.6340146,400,0.13671875
1503300611.2545016,500,0.19921875
1503300629.763258,600,0.40625
1503300649.2784364,700,0.43359375
1503300667.9610229,800,0.3828125
1503300685.3233352,900,0.3359375
1503300704.54943,1000,0.390625
1503300723.2831192,1100,0.375
1503300740.393865,1200,0.33203125
1503300757.1023355,1300,0.359375
1503300773.063867,1400,0.3359375
1503300788.102846,1500,0.3125
1503300803.1258833,1600,0.375
1503300817.9467406,1700,0.27734375
1503300832.8519354,1800,0.2890625
1503300848.9629683,1900,0.33203125
1503300864.552668,2000,0.28125
1503300879.905451,2100,0.296875
1503300894.8513727,2200,0.2578125
1503300909.7853308,2300,0.23046875
1503300924.712377,2400,0.2578125
1503300939.6089165,2500,0.26953125
1503300954.5753386,2600,0.26953125
1503300969.5331192,2700,0.328125
1503300984.5624993,2800,0.3046875
1503301016.9468133,3000,0.390625
1503301031.9498603,3100,0.31640625
1503301046.9338129,3200,0.31640625
1503301061.893174,3300,0.30859375
1503301076.8744645,3400,0.37109375
1503301091.778828,3500,0.34765625
1503301121.86333,3700,0.30078125
1503301136.8418858,3800,0.34375
1503301151.746367,3900,0.35546875
1503301166.7149649,4000,0.359375
1503301181.8590596,4100,0.34765625
1503301213.237776,4300,0.32421875
1503301228.436727,4400,0.20703125
1503301247.1153603,4500,0.36328125
1503301264.7498868,4600,0.38671875
1503301282.7933452,4700,0.42578125
1503301300.3089387,4800,0.4140625
1503301334.402294,5000,0.234375
1503301350.7303305,5100,0.2109375
1503301382.1111495,5300,0.1953125
1503301397.8075464,5400,0.19140625
1503301413.0733633,5500,0.2890625
1503301429.0930173,5600,0.19921875
1503301445.1504607,5700,0.1796875
1503301461.306896,5800,0.19140625
1503301492.55978,6000,0.19921875
1503301508.504748,6100,0.21875
1503301524.6432784,6200,0.234375
1503301540.4049342,6300,0.29296875
1503301556.7170126,6400,0.1875
1503301572.1991408,6500,0.2734375
1503301588.1751854,6600,0.26953125
1503301603.837733,6700,0.2421875
1503301618.9478543,6800,0.2734375
1503301634.895823,6900,0.3515625
1503301651.0840497,7000,0.2109375
1503301682.0296202,7200,0.24609375
1503301698.1822193,7300,0.34765625
1503301714.715712,7400,0.48046875
1503301734.4050632,7500,0.671875
1503301752.6282706,7600,0.765625
1503301771.6648896,7700,0.67578125
1503301792.6499622,7800,0.62109375
1503301811.2813816,7900,0.69921875
1503301828.5247805,8000,0.796875
1503301863.5056398,8200,0.69921875
1503301879.7307417,8300,0.74609375
1503301912.7009327,8500,0.67578125
1503301930.0178316,8600,0.67578125
1503301949.2161086,8700,0.6796875
1503301968.2239811,8800,0.69921875
1503301984.241556,8900,0.7890625
1503302001.14957,9000,0.734375
1503302033.1224878,9200,0.66015625
1503302051.649959,9300,0.82421875
1503302069.5353205,9400,0.734375
1503302087.4996793,9500,0.7578125
1503302104.5617688,9600,0.578125
1503302121.46882,9700,0.66796875
1503302138.744961,9800,0.55859375
1503302173.109924,10000,0.57421875
1503302190.2135878,10100,0.65234375
1503302207.4052355,10200,0.67578125
1503302224.0040395,10300,0.70703125
1503302240.4268975,10400,0.71875
1503302256.5044143,10500,0.7265625
1503302274.5093532,10600,0.7109375
1503302290.9581065,10700,0.73828125
1503302306.990021,10800,0.74609375
1503302323.318371,10900,0.66015625
1503302340.5131679,11000,0.71875
1503302356.9554105,11100,0.6640625
1503302372.8998413,11200,0.7109375
1503302389.4056878,11300,0.64453125
1503302407.4669802,11400,0.69140625
1503302423.4666235,11500,0.63671875
1503302440.4348528,11600,0.62109375
1503302457.9081666,11700,0.65625
1503302475.1483653,11800,0.6484375
1503302491.3864446,11900,0.63671875
1503302507.5812197,12000,0.640625
1503302524.542548,12100,0.64453125
1503302540.7337172,12200,0.61328125
1503302556.8085105,12300,0.6328125
1503302573.4530902,12400,0.64453125
1503302591.0392458,12500,0.65234375
1503302608.4574246,12600,0.6015625
1503302625.974146,12700,0.671875
1503302644.3148649,12800,0.5703125
1503302681.0837529,13000,0.63671875
1503302698.7880993,13100,0.546875
1503302715.171578,13200,0.51171875
1503302748.304596,13400,0.61328125
1503302765.8181393,13500,0.52734375
1503302801.519302,13700,0.60546875
1503302819.0265086,13800,0.58984375
1503302852.2954593,14000,0.52734375
1503302887.0681195,14200,0.52734375
1503302903.6322927,14300,0.53125
1503302920.4000168,14400,0.4921875
1503302938.8934836,14500,0.46484375
1503302957.6294334,14600,0.48046875
1503302975.900329,14700,0.515625
1503303009.3384821,14900,0.4296875
1503303025.117573,15000,0.44140625
1503303040.6749933,15100,0.546875
1503303055.9811327,15200,0.671875
1503303089.5325544,15400,0.765625
1503303106.1144037,15500,0.8046875
1503303122.9425504,15600,0.8203125
1503303140.594288,15700,0.78125
1503303157.0513384,15800,0.80859375
1503303175.0575182,15900,0.76953125
1503303191.3462515,16000,0.71484375
1503303225.3967578,16200,0.73046875
1503303242.0002718,16300,0.671875
1503303273.813273,16500,0.7265625
1503303290.7897437,16600,0.69921875
1503303325.8368976,16800,0.66796875
1503303342.9877317,16900,0.69140625
1503303359.5905566,17000,0.6796875
1503303392.1776714,17200,0.7265625
1503303409.804087,17300,0.78125
1503303428.243581,17400,0.66796875
1503303456.012292,17600,0.72265625
1503303470.88682,17700,0.73046875
1503303485.8405097,17800,0.70703125
1503303500.6809137,17900,0.73046875
1503303530.6985843,18100,0.73046875
1503303545.8245373,18200,0.7421875
1503303560.6610355,18300,0.734375
1503303575.4750948,18400,0.73046875
1503303590.415032,18500,0.75390625
1503303605.6490035,18600,0.75
1503303620.4122603,18700,0.7421875
1503303635.2843077,18800,0.69140625
1503303650.1638541,18900,0.7578125
1503303665.1360009,19000,0.7109375
1503303680.0436587,19100,0.73828125
1503303694.7896972,19200,0.75390625
1503303741.0682476,19500,0.75390625
1503303800.5452528,19900,0.703125
1503303815.3271322,20000,0.7265625
1503303830.1740723,20100,0.6953125
1503303845.065597,20200,0.671875
1503303859.8880386,20300,0.734375
1503303874.720721,20400,0.7265625
1503303904.5274537,20600,0.703125
1503303919.9154665,20700,0.71875
1503303934.8857853,20800,0.6796875
1503303949.6203249,20900,0.7265625
1503303964.4393976,21000,0.7421875
1503304009.2027082,21300,0.74609375
1503304023.9150643,21400,0.71484375
1503304038.7420337,21500,0.7734375
1503304053.473256,21600,0.77734375
1503304068.286801,21700,0.76953125
1503304083.008323,21800,0.81640625
1503304098.1153812,21900,0.7890625
1503304113.0785515,22000,0.828125
1503304127.990325,22100,0.78125
1503304142.8078718,22200,0.7890625
1503304157.6104488,22300,0.796875
1503304172.6746018,22400,0.82421875
1503304202.9889803,22600,0.6796875
1503304217.8790355,22700,0.6796875
1503304233.4065802,22800,0.671875
1503304268.5313382,23000,0.76171875
1503304287.8350325,23100,0.70703125
1503304304.0500293,23200,0.7734375
1503304320.3607147,23300,0.80078125
1503304337.173109,23400,0.73828125
1503304352.5931387,23500,0.73046875
1503304367.6270006,23600,0.69921875
1503304397.6585603,23800,0.68359375
1503304412.4442127,23900,0.8046875
1503304442.3451726,24100,0.6875
1503304457.1642401,24200,0.5625
1503304472.4153318,24300,0.6640625
1503304502.061009,24500,0.7734375
1503304516.9294882,24600,0.73046875
1503304531.8910544,24700,0.7890625
1503304546.7802522,24800,0.80859375
1503304561.5544722,24900,0.80859375
1503304576.4358451,25000,0.8125
1503304591.216279,25100,0.8046875
1503304606.1091309,25200,0.7734375
1503304620.910178,25300,0.80859375
1503304635.7362354,25400,0.80078125
1503304650.941442,25500,0.80859375
1503304666.0303671,25600,0.80859375
1503304680.9154663,25700,0.7734375
1503304710.5397377,25900,0.77734375
1503304725.60459,26000,0.734375
1503304740.4111195,26100,0.75
1503304755.353211,26200,0.80078125
1503304785.3463645,26400,0.75390625
1503304800.3484788,26500,0.765625
1503304815.3455813,26600,0.7578125
1503304846.0349715,26800,0.77734375
1503304882.9744382,27000,0.765625
1503304922.1151016,27200,0.7109375
1503304938.4993155,27300,0.71875
1503304954.0697405,27400,0.76953125
1503304969.9636347,27500,0.7421875
1503304985.6269457,27600,0.75390625
1503305017.7996538,27800,0.734375
1503305033.0457537,27900,0.73828125
1503305047.8743186,28000,0.734375
1503305062.8461049,28100,0.77734375
1503305077.786109,28200,0.7421875
1503305092.7900443,28300,0.75390625
1503305108.777014,28400,0.78125
1503305124.5997152,28500,0.8125
1503305173.945495,28800,0.8125
1503305206.5430353,29000,0.84765625
1503305236.943759,29200,0.75
1503305252.2050107,29300,0.76953125
1503305283.078998,29500,0.77734375
1503305298.31545,29600,0.79296875
1503305313.2724917,29700,0.7734375
1503305328.281816,29800,0.83203125
1503305344.5246131,29900,0.8125
1503305360.6692822,30000,0.80078125
1503305379.3770893,30100,0.8203125
1503305396.5538132,30200,0.87109375
1503305414.3952165,30300,0.8125
1503305431.2780907,30400,0.765625
1503305448.0839734,30500,0.80078125
1503305494.594265,30800,0.73828125
1503305512.480241,30900,0.734375
1503305529.0553126,31000,0.76171875
1503305544.3938112,31100,0.75
1503305560.1041434,31200,0.81640625
1503305590.0136676,31400,0.73828125
1503305604.9295096,31500,0.71484375
1503305619.8351052,31600,0.703125
1503305634.832789,31700,0.79296875
1503305650.0357099,31800,0.82421875
1503305665.3067722,31900,0.74609375
1503305680.0765927,32000,0.7109375
1503305694.9740827,32100,0.8046875
1503305711.0224185,32200,0.83984375
1503305726.6286519,32300,0.7734375
1503305741.628516,32400,0.734375
1503305757.871505,32500,0.76171875
1503305775.7107728,32600,0.77734375
1503305792.334368,32700,0.73046875
1503305807.8814545,32800,0.73046875
1503305825.8843331,32900,0.73828125
1503305843.4570944,33000,0.75
1503305863.778536,33100,0.7578125
1503305881.1477993,33200,0.71875
1503305917.5393836,33400,0.71484375
1503305951.3743587,33600,0.734375
